overall,player_beta,player_name,bye_week,position_beta,position,team,Min,min_pos,adp_beta,adp,Max,max_pos
208,Tua Tagovailoa (12),Tua Tagovailoa,12,QB23,QB,MIA,166 (14.10),14.10,205 (18.1),18.1,235 (20.7),20.7
209,Jaleel McLaughlin (12),Jaleel McLaughlin,12,RB73,RB,DEN,205 (18.1),18.1,205 (18.1),18.1,205 (18.1),18.1
210,Dontayvion Wicks (5),Dontayvion Wicks,5,WR77,WR,GB,205 (18.1),18.1,205 (18.1),18.1,205 (18.1),18.1
211,Cameron Ward (10),Cameron Ward,10,QB24,QB,TEN,129 (11.9),11.9,208 (18.4),18.4,237 (20.9),20.9
212,Tory Horton (8),Tory Horton,8,WR78,WR,SEA,182 (16.2),16.2,208 (18.4),18.4,239 (20.11),20.11
213,Matthew Stafford (8),Matthew Stafford,8,QB25,QB,LAR,180 (15.12),15.12,208 (18.4),18.4,234 (20.6),20.6
214,Jake Bates (8),Jake Bates,8,PK3,PK,DET,189 (16.9),16.9,210 (18.6),18.6,228 (19.12),19.12
215,Theo Johnson (14),Theo Johnson,14,TE30,TE,NYG,183 (16.3),16.3,210 (18.6),18.6,232 (20.4),20.4
216,Anthony Richardson (11),Anthony Richardson,11,QB26,QB,IND,177 (15.9),15.9,210 (18.6),18.6,236 (20.8),20.8
217,A.J. Dillon (9),A.J. Dillon,9,RB74,RB,PHI,209 (18.5),18.5,210 (18.6),18.6,210 (18.6),18.6
218,BUF Team Defense (7),BUF Team Defense,7,DF7,DF,BUF,188 (16.8),16.8,211 (18.7),18.7,232 (20.4),20.4
219,Juwan Johnson (11),Juwan Johnson,11,TE31,TE,NO,172 (15.4),15.4,211 (18.7),18.7,238 (20.10),20.10
220,Jack Bech (8),Jack Bech,8,WR79,WR,LV,180 (15.12),15.12,212 (18.8),18.8,240 (20.12),20.12
221,Chase McLaughlin (9),Chase McLaughlin,9,PK4,PK,TB,183 (16.3),16.3,212 (18.8),18.8,230 (20.2),20.2
222,Elic Ayomanor (10),Elic Ayomanor,10,WR80,WR,TEN,153 (13.9),13.9,212 (18.8),18.8,240 (20.12),20.12
223,Ty Johnson (7),Ty Johnson,7,RB75,RB,BUF,193 (17.1),17.1,212 (18.8),18.8,233 (20.5),20.5
224,Kendre Miller (11),Kendre Miller,11,RB76,RB,NO,194 (17.2),17.2,213 (18.9),18.9,239 (20.11),20.11
225,Terrance Ferguson (8),Terrance Ferguson,8,TE32,TE,LAR,181 (16.1),16.1,213 (18.9),18.9,233 (20.5),20.5
226,Devin Neal (11),Devin Neal,11,RB77,RB,NO,196 (17.4),17.4,213 (18.9),18.9,240 (20.12),20.12
227,Jaylin Noel (6),Jaylin Noel,6,WR81,WR,HOU,184 (16.4),16.4,214 (18.10),18.10,235 (20.7),20.7
228,Elijah Mitchell (10),Elijah Mitchell,10,RB78,RB,KC,175 (15.7),15.7,214 (18.10),18.10,236 (20.8),20.8
229,Dameon Pierce (6),Dameon Pierce,6,RB79,RB,HOU,186 (16.6),16.6,214 (18.10),18.10,231 (20.3),20.3
230,Phil Mafah (10),Phil Mafah,10,RB80,RB,DAL,199 (17.7),17.7,214 (18.10),18.10,228 (19.12),19.12
231,Devaughn Vele (12),Devaughn Vele,12,WR82,WR,DEN,213 (18.9),18.9,214 (18.10),18.10,216 (18.12),18.12
232,SF Team Defense (14),SF Team Defense,14,DF8,DF,SF,189 (16.9),16.9,215 (18.11),18.11,238 (20.10),20.10
233,Efton Chism (14),Efton Chism,14,WR83,WR,NE,190 (16.10),16.10,215 (18.11),18.11,240 (20.12),20.12
234,Adonai Mitchell (11),Adonai Mitchell,11,WR84,WR,IND,185 (16.5),16.5,216 (18.12),18.12,237 (20.9),20.9
235,Harrison Butker (10),Harrison Butker,10,PK5,PK,KC,194 (17.2),17.2,216 (18.12),18.12,232 (20.4),20.4
236,Jordan James (14),Jordan James,14,RB81,RB,SF,185 (16.5),16.5,216 (18.12),18.12,237 (20.9),20.9
237,DeAndre Hopkins (7),DeAndre Hopkins,7,WR85,WR,BAL,196 (17.4),17.4,216 (18.12),18.12,238 (20.10),20.10
238,Malik Washington (12),Malik Washington,12,WR86,WR,MIA,216 (18.12),18.12,216 (18.12),18.12,216 (18.12),18.12
239,Raheem Mostert (8),Raheem Mostert,8,RB82,RB,LV,166 (14.10),14.10,217 (19.1),19.1,239 (20.11),20.11
240,ARI Team Defense (8),ARI Team Defense,8,DF9,DF,ARI,193 (17.1),17.1,217 (19.1),19.1,238 (20.10),20.10
241,Trevor Etienne (14),Trevor Etienne,14,RB83,RB,CAR,195 (17.3),17.3,217 (19.1),19.1,239 (20.11),20.11
242,Michael Wilson (8),Michael Wilson,8,WR87,WR,ARI,166 (14.10),14.10,217 (19.1),19.1,238 (20.10),20.10
243,Jordan Watkins (14),Jordan Watkins,14,WR88,WR,SF,217 (19.1),19.1,217 (19.1),19.1,217 (19.1),19.1
244,Harold Fannin (9),Harold Fannin,9,TE33,TE,CLE,202 (17.10),17.10,218 (19.2),19.2,235 (20.7),20.7
245,GB Team Defense (5),GB Team Defense,5,DF10,DF,GB,208 (18.4),18.4,218 (19.2),19.2,230 (20.2),20.2
246,Geno Smith (8),Geno Smith,8,QB27,QB,LV,204 (17.12),17.12,219 (19.3),19.3,237 (20.9),20.9
247,Calvin Austin (5),Calvin Austin,5,WR89,WR,PIT,197 (17.5),17.5,219 (19.3),19.3,239 (20.11),20.11
248,Jaylin Lane (12),Jaylin Lane,12,WR90,WR,WAS,219 (19.3),19.3,219 (19.3),19.3,219 (19.3),19.3
249,Ollie Gordon (12),Ollie Gordon,12,RB84,RB,MIA,208 (18.4),18.4,220 (19.4),19.4,240 (20.12),20.12
250,Tim Patrick (8),Tim Patrick,8,WR91,WR,DET,220 (19.4),19.4,220 (19.4),19.4,220 (19.4),19.4
251,Ka’imi Fairbairn (6),Ka’imi Fairbairn,6,PK6,PK,HOU,183 (16.3),16.3,221 (19.5),19.5,240 (20.12),20.12
252,LAR Team Defense (8),LAR Team Defense,8,DF11,DF,LAR,192 (16.12),16.12,221 (19.5),19.5,238 (20.10),20.10
253,Noah Gray (10),Noah Gray,10,TE34,TE,KC,196 (17.4),17.4,221 (19.5),19.5,240 (20.12),20.12
254,Tyler Lockett (10),Tyler Lockett,10,WR92,WR,TEN,200 (17.8),17.8,221 (19.5),19.5,240 (20.12),20.12
255,Dalton Schultz (6),Dalton Schultz,6,TE35,TE,HOU,201 (17.9),17.9,221 (19.5),19.5,239 (20.11),20.11
256,Dyami Brown (8),Dyami Brown,8,WR93,WR,JAC,193 (17.1),17.1,221 (19.5),19.5,240 (20.12),20.12
257,Michael Mayer (8),Michael Mayer,8,TE36,TE,LV,221 (19.5),19.5,221 (19.5),19.5,221 (19.5),19.5
258,KC Team Defense (10),KC Team Defense,10,DF12,DF,KC,199 (17.7),17.7,222 (19.6),19.6,235 (20.7),20.7
259,Cam Little (8),Cam Little,8,PK7,PK,JAC,177 (15.9),15.9,223 (19.7),19.7,240 (20.12),20.12
260,Isaac TeSlaa (8),Isaac TeSlaa,8,WR94,WR,DET,197 (17.5),17.5,223 (19.7),19.7,240 (20.12),20.12
261,Oronde Gadsden (12),Oronde Gadsden,12,TE37,TE,LAC,210 (18.6),18.6,223 (19.7),19.7,231 (20.3),20.3
262,Matt Gay (12),Matt Gay,12,PK8,PK,WAS,197 (17.5),17.5,224 (19.8),19.8,239 (20.11),20.11
263,Amari Cooper (-),Amari Cooper,-,WR95,WR,FA,202 (17.10),17.10,224 (19.8),19.8,240 (20.12),20.12
264,Wil Lutz (12),Wil Lutz,12,PK9,PK,DEN,206 (18.2),18.2,225 (19.9),19.9,238 (20.10),20.10
265,Darius Slayton (14),Darius Slayton,14,WR96,WR,NYG,181 (16.1),16.1,225 (19.9),19.9,240 (20.12),20.12
266,KeAndre Lambert-Smith (12),KeAndre Lambert-Smith,12,WR97,WR,LAC,212 (18.8),18.8,225 (19.9),19.9,239 (20.11),20.11
267,Cole Kmet (5),Cole Kmet,5,TE38,TE,CHI,205 (18.1),18.1,225 (19.9),19.9,239 (20.11),20.11
268,Tyquan Thornton (10),Tyquan Thornton,10,WR98,WR,KC,225 (19.9),19.9,225 (19.9),19.9,225 (19.9),19.9
269,DAL Team Defense (10),DAL Team Defense,10,DF13,DF,DAL,215 (18.11),18.11,226 (19.10),19.10,239 (20.11),20.11
270,Chris Boswell (5),Chris Boswell,5,PK10,PK,PIT,194 (17.2),17.2,227 (19.11),19.11,240 (20.12),20.12
271,NYJ Team Defense (9),NYJ Team Defense,9,DF14,DF,NYJ,205 (18.1),18.1,227 (19.11),19.11,237 (20.9),20.9
272,Jalen Nailor (6),Jalen Nailor,6,WR99,WR,MIN,213 (18.9),18.9,227 (19.11),19.11,236 (20.8),20.8
273,Kayshon Boutte (14),Kayshon Boutte,14,WR100,WR,NE,227 (19.11),19.11,227 (19.11),19.11,227 (19.11),19.11
274,DET Team Defense (8),DET Team Defense,8,DF15,DF,DET,212 (18.8),18.8,228 (19.12),19.12,237 (20.9),20.9
275,Tyler Loop (7),Tyler Loop,7,PK11,PK,BAL,196 (17.4),17.4,228 (19.12),19.12,240 (20.12),20.12
276,Jake Elliott (9),Jake Elliott,9,PK12,PK,PHI,181 (16.1),16.1,229 (20.1),20.1,240 (20.12),20.12
277,Evan McPherson (10),Evan McPherson,10,PK13,PK,CIN,181 (16.1),16.1,229 (20.1),20.1,240 (20.12),20.12
278,Diontae Johnson (9),Diontae Johnson,9,WR101,WR,CLE,221 (19.5),19.5,229 (20.1),20.1,237 (20.9),20.9
279,Ben Sinnott (12),Ben Sinnott,12,TE39,TE,WAS,215 (18.11),18.11,229 (20.1),20.1,238 (20.10),20.10
280,Jalen Coker (14),Jalen Coker,14,WR102,WR,CAR,220 (19.4),19.4,230 (20.2),20.2,239 (20.11),20.11
281,SEA Team Defense (8),SEA Team Defense,8,DF16,DF,SEA,207 (18.3),18.3,230 (20.2),20.2,240 (20.12),20.12
282,LAC Team Defense (12),LAC Team Defense,12,DF17,DF,LAC,213 (18.9),18.9,230 (20.2),20.2,238 (20.10),20.10
283,Younghoe Koo (5),Younghoe Koo,5,PK14,PK,ATL,218 (19.2),19.2,230 (20.2),20.2,240 (20.12),20.12
284,Tyler Conklin (12),Tyler Conklin,12,TE40,TE,LAC,215 (18.11),18.11,230 (20.2),20.2,239 (20.11),20.11
285,Isaiah Davis (9),Isaiah Davis,9,RB85,RB,NYJ,222 (19.6),19.6,230 (20.2),20.2,235 (20.7),20.7
286,Alexander Mattison (12),Alexander Mattison,12,RB86,RB,MIA,231 (20.3),20.3,231 (20.3),20.3,231 (20.3),20.3
287,CHI Team Defense (5),CHI Team Defense,5,DF18,DF,CHI,226 (19.10),19.10,231 (20.3),20.3,236 (20.8),20.8
288,Sam Darnold (8),Sam Darnold,8,QB28,QB,SEA,229 (20.1),20.1,232 (20.4),20.4,234 (20.6),20.6
289,NYG Team Defense (14),NYG Team Defense,14,DF19,DF,NYG,218 (19.2),19.2,232 (20.4),20.4,238 (20.10),20.10
290,Emanuel Wilson (5),Emanuel Wilson,5,RB87,RB,GB,232 (20.4),20.4,232 (20.4),20.4,232 (20.4),20.4
291,Aaron Rodgers (5),Aaron Rodgers,5,QB29,QB,PIT,232 (20.4),20.4,232 (20.4),20.4,232 (20.4),20.4
292,WAS Team Defense (12),WAS Team Defense,12,DF20,DF,WAS,223 (19.7),19.7,233 (20.5),20.5,238 (20.10),20.10
293,Tyler Higbee (8),Tyler Higbee,8,TE41,TE,LAR,233 (20.5),20.5,233 (20.5),20.5,233 (20.5),20.5
294,Will Reichard (6),Will Reichard,6,PK15,PK,MIN,224 (19.8),19.8,233 (20.5),20.5,240 (20.12),20.12
295,Jason Sanders (12),Jason Sanders,12,PK16,PK,MIA,224 (19.8),19.8,233 (20.5),20.5,240 (20.12),20.12
296,NE Team Defense (14),NE Team Defense,14,DF21,DF,NE,226 (19.10),19.10,233 (20.5),20.5,237 (20.9),20.9
297,Jahan Dotson (9),Jahan Dotson,9,WR103,WR,PHI,233 (20.5),20.5,233 (20.5),20.5,233 (20.5),20.5
298,Devin Singletary (14),Devin Singletary,14,RB88,RB,NYG,233 (20.5),20.5,234 (20.6),20.6,235 (20.7),20.7
299,Tyler Bass (7),Tyler Bass,7,PK17,PK,BUF,220 (19.4),19.4,234 (20.6),20.6,239 (20.11),20.11
300,Noah Fant (10),Noah Fant,10,TE42,TE,CIN,234 (20.6),20.6,234 (20.6),20.6,234 (20.6),20.6
301,Elijah Moore (7),Elijah Moore,7,WR104,WR,BUF,232 (20.4),20.4,234 (20.6),20.6,236 (20.8),20.8
302,CIN Team Defense (10),CIN Team Defense,10,DF22,DF,CIN,230 (20.2),20.2,234 (20.6),20.6,238 (20.10),20.10
303,Brandon McManus (5),Brandon McManus,5,PK18,PK,GB,234 (20.6),20.6,234 (20.6),20.6,234 (20.6),20.6
304,Daniel Jones (11),Daniel Jones,11,QB30,QB,IND,235 (20.7),20.7,235 (20.7),20.7,235 (20.7),20.7
305,Kenneth Gainwell (5),Kenneth Gainwell,5,RB89,RB,PIT,235 (20.7),20.7,235 (20.7),20.7,235 (20.7),20.7
306,Chris Brooks (5),Chris Brooks,5,RB90,RB,GB,235 (20.7),20.7,235 (20.7),20.7,235 (20.7),20.7
307,Graham Gano (14),Graham Gano,14,PK19,PK,NYG,235 (20.7),20.7,235 (20.7),20.7,235 (20.7),20.7
308,Alec Pierce (11),Alec Pierce,11,WR105,WR,IND,232 (20.4),20.4,236 (20.8),20.8,239 (20.11),20.11
309,Will Dissly (12),Will Dissly,12,TE43,TE,LAC,235 (20.7),20.7,236 (20.8),20.8,238 (20.10),20.10
310,Curtis Samuel (7),Curtis Samuel,7,WR106,WR,BUF,236 (20.8),20.8,236 (20.8),20.8,236 (20.8),20.8
311,Ahmani Marshall (9),Ahmani Marshall,9,RB91,RB,CLE,236 (20.8),20.8,236 (20.8),20.8,236 (20.8),20.8
312,Jason Myers (8),Jason Myers,8,PK20,PK,SEA,236 (20.8),20.8,236 (20.8),20.8,236 (20.8),20.8
313,Xavier Restrepo (10),Xavier Restrepo,10,WR107,WR,TEN,237 (20.9),20.9,237 (20.9),20.9,237 (20.9),20.9
314,Nick Westbrook-Ikhine (12),Nick Westbrook-Ikhine,12,WR108,WR,MIA,237 (20.9),20.9,237 (20.9),20.9,237 (20.9),20.9
315,Jake Moody (14),Jake Moody,14,PK21,PK,SF,237 (20.9),20.9,237 (20.9),20.9,237 (20.9),20.9
316,Andrew Beck (9),Andrew Beck,9,RB92,RB,NYJ,238 (20.10),20.10,238 (20.10),20.10,238 (20.10),20.10
317,Jermaine Burton (10),Jermaine Burton,10,WR109,WR,CIN,239 (20.11),20.11,239 (20.11),20.11,239 (20.11),20.11
318,Joshua Karty (8),Joshua Karty,8,PK22,PK,LAR,239 (20.11),20.11,239 (20.11),20.11,239 (20.11),20.11
319,Khalil Herbert (11),Khalil Herbert,11,RB93,RB,IND,239 (20.11),20.11,239 (20.11),20.11,239 (20.11),20.11
320,Hunter Renfrow (14),Hunter Renfrow,14,WR110,WR,CAR,239 (20.11),20.11,239 (20.11),20.11,239 (20.11),20.11
321,LV Team Defense (8),LV Team Defense,8,DF23,DF,LV,240 (20.12),20.12,240 (20.12),20.12,240 (20.12),20.12
322,Daniel Carlson (8),Daniel Carlson,8,PK23,PK,LV,239 (20.11),20.11,240 (20.12),20.12,240 (20.12),20.12
323,Robbie Ouzts (8),Robbie Ouzts,8,TE44,TE,SEA,240 (20.12),20.12,240 (20.12),20.12,240 (20.12),20.12
324,Samaje Perine (10),Samaje Perine,10,RB94,RB,CIN,240 (20.12),20.12,240 (20.12),20.12,240 (20.12),20.12
,,,,,,,,,,,,
"
",,,,,,,,,,,,
 ,,,,,,,,,,,,
"
",,,,,,,,,,,,
"

",,,,,,,,,,,,
"
",,,,,,,,,,,,
 ,,,,,,,,,,,,
,,,,,,,,,,,,
"





",,,,,,,,,,,,
FANTASYMOJO,,,,,,,,,,,,
"
",,,,,,,,,,,,
"""THE FIRST WORD IN FANTASY FOOTBALL"" (WHATEVER THAT MEANS)",,,,,,,,,,,,
"
",,,,,,,,,,,,
"
",,,,,,,,,,,,
